"Libellé du chapitre SH";"Libellé du produit SH";"Continent";"Libellé du pays";"Libellé du flux";"Poids en KG 2000";"Valeur DHS 2000";"Poids en KG 2001";"Valeur DHS 2001";"Poids en KG 2002";"Valeur DHS 2002";"Poids en KG 2003";"Valeur DHS 2003";"Poids en KG 2004";"Valeur DHS 2004";"Poids en KG 2005";"Valeur DHS 2005";"Poids en KG 2006";"Valeur DHS 2006";"Poids en KG 2007";"Valeur DHS 2007";"Poids en KG 2008";"Valeur DHS 2008";"Poids en KG 2009";"Valeur DHS 2009";"Poids en KG 2010";"Valeur DHS 2010";"Poids en KG 2011";"Valeur DHS 2011";"Poids en KG 2012";"Valeur DHS 2012";"Poids en KG 2013";"Valeur DHS 2013";"Poids en KG 2014";"Valeur DHS 2014";"Poids en KG 2015";"Valeur DHS 2015";"Poids en KG 2016";"Valeur DHS 2016";"Poids en KG 2017";"Valeur DHS 2017";"Poids en KG 2018";"Valeur DHS 2018";"Poids en KG 2019";"Valeur DHS 2019";"Poids en KG 2020";"Valeur DHS 2020";"Poids en KG 2021";"Valeur DHS 2021";"Poids en KG 2022";"Valeur DHS 2022";"Poids en KG 2023";"Valeur DHS 2023";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"AFRIQUE";"MAURITANIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41420";"194460";"26005";"138180";"116331";"783111";"90544";"708858";"89281,5";"612725";"435635";"2312504";"447607";"2574961";"107963";"981398";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AMANDES DOUCES SECHES SANS COQUES";"EUROPE";"FRANCE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"2";"110";"0";"0";"750";"111996";"80";"12132";"50";"8666";"361";"30910";"19";"3970";"16";"8050";"0";"0";"5";"522";"0";"0";"0";"0";"1";"1";"38";"413";"0";"0";"415,55";"41310";"0";"0";"170,84";"24344,7";"5398,36";"730912,2";"8";"2778";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES";"ASIE";"BAHREIN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"14";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"ASIE";"CHINE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"1367";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES FRAIS OU SECS";"ASIE";"MALAISIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13,5";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AMANDES DOUCES SECHES SANS COQUES";"EUROPE";"CHYPRE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"195";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AMANDES DOUCES SECHES SANS COQUES";"EUROPE";"TURQUIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4000";"208251";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"AMERIQUE";"ETATS-UNIS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"351,5";"10692";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"AFRIQUE";"SIERRA LEONE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"1541";"0";"0";"15";"656";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"AFRIQUE";"GAMBIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"1564";"45";"3196";"20";"1535";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES";"EUROPE";"ALLEMAGNE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230";"3045,059";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"ASIE";"INDE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"2476";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"AFRIQUE";"EGYPTE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"1060";"20";"955";"550";"16183,36";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AMANDES DOUCES SECHES SANS COQUES";"EUROPE";"ITALIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42,417";"12744";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"AFRIQUE";"EGYPTE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"891";"0";"0";"60";"1561";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"EUROPE";"ESPAGNE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77";"1787";"0";"0";"1755";"39657,84";"25228,6";"594493,42";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"EUROPE";"CHYPRE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"369";"20247";"150";"9967";"30";"1799";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"AFRIQUE";"GUINEE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2000";"33109";"0";"0";"0";"0";"0";"0";"0";"0";"10";"862";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES";"EUROPE";"PAYS-BAS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2774402";"14411823";"702570";"6817097,927";"344580";"2755959,392";"1085250,001";"8388339,367";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"ASIE";"SINGAPOUR";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"555";"0";"0";"198";"4544";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"AMERIQUE";"BRESIL";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"990";"30";"1748";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"AFRIQUE";"COTE D'IVOIRE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17600";"54735";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"1586";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"AFRIQUE";"NIGERIA";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"1696";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES SECHES";"ASIE";"ARABIE SAOUDITE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"1484";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"EUROPE";"ITALIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"1961";"243";"7514";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"ASIE";"QATAR";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"434";"13475";"0";"0";"2470";"127433";"229,26";"9880";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES FRAIS OU SECS";"ASIE";"ARABIE SAOUDITE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48145";"565200";"0";"0";"0";"0";"0";"0";"0";"0";"757";"4542";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"EUROPE";"DANEMARK";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"61";"4412";"608";"45039";"20";"1790";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"AUTRE";"AVITAILLEMENT";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"795";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"AFRIQUE";"MALI";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"400";"4000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"EUROPE";"ESPAGNE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"600";"9873";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23228";"580847";"184";"1840,19";"108";"3213,53";"2568";"66356,79";"2499";"62856,88";"87";"5193";"191,3";"9211,34";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES CERISES ACIDES DU 16 JUILLET AU 30 AVRIL";"AFRIQUE";"GUINEE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"590";"2950";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES CERISES ACIDES DU 1ER MAI AU 15 JUILLET";"AFRIQUE";"COTE D'IVOIRE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231,5";"13706";"69";"5683";"65";"5742";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"ASIE";"SINGAPOUR";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22,1";"1268";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES FRAIS OU SECS";"ASIE";"OMAN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"180";"0";"0";"0";"0";"0";"0";"0";"0";"100";"1200";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"EUROPE";"ISLANDE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"1406";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"EUROPE";"PAYS-BAS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"1285";"15";"1226";"30";"1819";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"AFRIQUE";"MAURITANIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"50";"450";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1060";"5550";"22117";"178056";"7469";"59310";"2946";"14840";"3708";"55355";"15125";"270162";"9173";"170135";"6703";"117758";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES";"EUROPE";"FEDERATION DE RUSSIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72150";"288600";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES CERISES ACIDES DU 1ER MAI AU 15 JUILLET";"AFRIQUE";"BURKINA FASO";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"600";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES CERISES ACIDES DU 1ER MAI AU 15 JUILLET";"ASIE";"BAHREIN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148,5";"12042";"0";"0";"212,5";"14543";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"EUROPE";"ALLEMAGNE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48,5";"1627,03";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES FRAIS OU SECS";"EUROPE";"FRANCE";"Exportations FAB";"9984";"96383";"30912";"194311";"0";"0";"0";"0";"0";"0";"0";"0";"23473";"70419";"64800";"324000";"0";"0";"0";"0";"0";"0";"299";"3187";"44580";"1217207";"0";"0";"0";"0";"0";"0";"0";"0";"21242";"233624";"1026,6";"11152";"17821,7";"436124";"169,5";"28313";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"EUROPE";"TURQUIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"2025";"542,9";"10841,99";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"EUROPE";"ROYAUME-UNI";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"1803";"28";"2530";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"ASIE";"BAHREIN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9,3";"374";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES FRAIS OU SECS";"AUTRE";"AVITAILLEMENT";"Exportations FAB";"100";"300";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES CERISES ACIDES DU 1ER MAI AU 15 JUILLET";"AFRIQUE";"MAURITANIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"720";"7200";"90";"360";"165";"855";"985";"9520";"1148";"10976";"767";"10395";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES FRAISES CONGELEES SUCREES";"ASIE";"LIBAN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"108,32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"EUROPE";"FEDERATION DE RUSSIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"2777";"24000";"192000";"40";"1682";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES AGRUMES, FRAIS OU SECS (WILKINGS ET HYBRIDES SIMILAIRES D¿AGRUMES)";"AFRIQUE";"LIBERIA";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"5445";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES CERISES ACIDES DU 16 JUILLET AU 30 AVRIL";"AFRIQUE";"GUINEE EQUATORIALE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"385";"12539";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES CERISES ACIDES DU 16 JUILLET AU 30 AVRIL";"ASIE";"ARABIE SAOUDITE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3015";"121660";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"ANANAS";"EUROPE";"CHYPRE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35,1";"2799";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES BANANES FRAICHES";"AFRIQUE";"GAMBIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"1826";"118";"7431";"115";"6392";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES CERISES ACIDES DU 1ER MAI AU 15 JUILLET";"AFRIQUE";"SIERRA LEONE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"1146";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"AUTRES FRAISES CONGELEES SUCREES";"ASIE";"REPUBLIQUE DE COREE";"Exportations FAB";"0";"0";"39744";"350600";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
