"Libellé du chapitre SH";"Libellé du produit SH";"Continent";"Libellé du pays";"Libellé du flux";"Poids en KG 2000";"Valeur DHS 2000";"Poids en KG 2001";"Valeur DHS 2001";"Poids en KG 2002";"Valeur DHS 2002";"Poids en KG 2003";"Valeur DHS 2003";"Poids en KG 2004";"Valeur DHS 2004";"Poids en KG 2005";"Valeur DHS 2005";"Poids en KG 2006";"Valeur DHS 2006";"Poids en KG 2007";"Valeur DHS 2007";"Poids en KG 2008";"Valeur DHS 2008";"Poids en KG 2009";"Valeur DHS 2009";"Poids en KG 2010";"Valeur DHS 2010";"Poids en KG 2011";"Valeur DHS 2011";"Poids en KG 2012";"Valeur DHS 2012";"Poids en KG 2013";"Valeur DHS 2013";"Poids en KG 2014";"Valeur DHS 2014";"Poids en KG 2015";"Valeur DHS 2015";"Poids en KG 2016";"Valeur DHS 2016";"Poids en KG 2017";"Valeur DHS 2017";"Poids en KG 2018";"Valeur DHS 2018";"Poids en KG 2019";"Valeur DHS 2019";"Poids en KG 2020";"Valeur DHS 2020";"Poids en KG 2021";"Valeur DHS 2021";"Poids en KG 2022";"Valeur DHS 2022";"Poids en KG 2023";"Valeur DHS 2023";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"POMMES DU 1ER JANVIER AU 31 MARS";"EUROPE";"ESPAGNE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199";"6833,48";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/10 AU 30/6";"EUROPE";"ESPAGNE";"Exportations FAB";"13000";"17936";"13820";"22983";"5166";"12609";"0";"0";"0";"0";"0";"0";"0";"0";"10735";"122660";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"160";"0";"0";"2665";"35079,222";"32";"912";"5";"275";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/10 AU 30/6";"AFRIQUE";"GHANA";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8015";"80150";"987";"9870";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/10 AU 30/6";"EUROPE";"PAYS-BAS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7560";"76111,337";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PISTACHES EN COQUES";"AUTRE";"AVITAILLEMENT";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"188";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/7 AU 30/9";"AFRIQUE";"BURKINA FASO";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9300";"44140";"27630";"158192";"18780";"108660";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/10 AU 30/6";"ASIE";"ARABIE SAOUDITE";"Exportations FAB";"6222";"169229";"8628";"288800";"309";"7673";"5268";"137902";"0";"0";"672";"36832";"10268";"268302";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8,2";"435";"0";"0";"663,7";"15799";"0";"0";"0";"0";"0";"0";"7,25";"224";"111,25";"4079";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/7 AU 30/9";"ASIE";"OMAN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"525";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2510";"73525";"304";"6870";"0";"0";"351";"8352";"557";"26644,94";"36,74";"1972";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"POMMES DU 1ER JANVIER AU 31 MARS";"EUROPE";"TURQUIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"2689,89";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/7 AU 30/9";"AUTRE";"AVITAILLEMENT";"Exportations FAB";"0";"0";"10";"160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"460";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/10 AU 30/6";"EUROPE";"ITALIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"141312";"989184";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/7 AU 30/9";"EUROPE";"FRANCE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"837";"14846";"0";"0";"80954";"841453";"0";"0";"177749";"1422035";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19924";"239088";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11200";"67200";"2";"450";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"POIRES A POIRE DU 1ER/8 AU 31/12 EN VRAC";"AFRIQUE";"MAURITANIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2400";"7200";"2400";"7200";"383900";"1189800";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/7 AU 30/9";"EUROPE";"ROYAUME-UNI";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24356";"381710,16";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/10 AU 30/6";"EUROPE";"PORTUGAL";"Exportations FAB";"0";"0";"0";"0";"26607";"53215";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PULPE DESHYDRATEE DE NOIX DE COCO S/F DESSECHEES";"AMERIQUE";"BRESIL";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"267";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNEAUX SECS";"AFRIQUE";"MALI";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"200";"1000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"AFRIQUE";"GABON";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"182";"9536";"8550";"139701";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/7 AU 30/9";"AFRIQUE";"GUINEE EQUATORIALE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"350";"13687";"0";"0";"200";"4596";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"AFRIQUE";"GAMBIE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8233";"48345";"6";"827";"5100";"35700";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"POIRES A POIRE DU 1ER/8 AU 31/12 EN VRAC";"AUTRE";"AVITAILLEMENT";"Exportations FAB";"0";"0";"8";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"950";"4500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"AFRIQUE";"GHANA";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64440";"209002";"0";"0";"0";"0";"0";"0";"4";"438";"10,2";"1060";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/7 AU 30/9";"ASIE";"EMIRATS ARABES UNIS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"321";"4732";"50";"1000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,5";"160";"21,2";"292,73";"699";"9121,95";"224,03";"5100";"1808,63";"41741";"13236,54";"326782,23";"48009,5";"1054927,88";"18005";"534795,99";"19135,34";"648624,58";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"AFRIQUE";"MALI";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2100";"4200";"0";"0";"809";"1618";"0";"0";"0";"0";"0";"0";"0";"0";"308739";"1498175";"0";"0";"241486";"1440882";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNEAUX SECS";"AFRIQUE";"TUNISIE";"Exportations FAB";"16724";"428779";"34544";"1131366";"0";"0";"0";"0";"16516";"292490";"16216";"345741";"0";"0";"30360";"619674";"0";"0";"30000";"697721";"15000";"357975";"0";"0";"0";"0";"0";"0";"15000";"403092";"0";"0";"0";"0";"16000";"303088";"14000";"73066";"12000";"115872";"14000";"129030";"15000";"236071";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"AFRIQUE";"NIGER";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41320";"383938,3";"0";"0";"9790";"74010";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/7 AU 30/9";"EUROPE";"SUISSE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2240";"24640";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"AFRIQUE";"SENEGAL";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"18";"183";"0";"0";"250";"1500";"9000";"51867";"0";"0";"18720";"316518";"0";"0";"0";"0";"0";"0";"0";"0";"10800";"32400";"5000";"24164";"0";"0";"0";"0";"3000";"6000";"14550";"86300";"0";"0";"239415";"1199188,98";"1126";"4864";"117966";"783061,683";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"POIRES A POIRE, PRESENTEES EN VRAC, DU 1ER AOUT AU 31 DECEMBRE";"AFRIQUE";"BURKINA FASO";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11940";"66750";"10800";"48600";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"AFRIQUE";"TOGO";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"600";"12893";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"EUROPE";"ISLANDE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"364";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"ASIE";"CHINE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"1155";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNEAUX SECS";"ASIE";"BAHREIN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"990";"0";"0";"0";"0";"100";"3170";"0";"0";"0";"0";"75";"2080";"0";"0";"0";"0";"0";"0";"0";"0";"21";"323";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"ASIE";"SINGAPOUR";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"1040";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"EUROPE";"PORTUGAL";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"79604";"704031";"17820";"154452";"0";"0";"0";"0";"15840";"150117";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 15/7 AU 31/10";"EUROPE";"ALLEMAGNE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"128800";"154560";"0";"0";"0";"0";"15600";"172536";"185500";"1218735";"44694";"649345";"38835";"431573";"822510";"16120104";"122490";"2354140";"47780";"905878";"419432";"2936024";"493337";"3453359";"561626";"3956032";"18720";"131040";"11";"55";"0";"0";"0";"0";"22";"1194";"95040";"961857";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"POIRES A POIRE, PRESENTEES EN VRAC, DU 1ER AOUT AU 31 DECEMBRE";"AFRIQUE";"NIGER";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6656";"19968";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"AFRIQUE";"CAMEROUN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"440";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"AFRIQUE";"LIBERIA";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"121";"1210";"11500";"69000";"0";"0";"0";"0";"6134,4";"284446";"13832,34";"773978";"10481,7";"578498";"3948,5";"184509,5";"4";"280,4";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"AFRIQUE";"MALI";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"1700";"0";"0";"47000";"200000";"70000";"395000";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNEAUX SECS";"EUROPE";"PORTUGAL";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"3611";"0";"0";"0";"0";"0";"0";"27269";"480038,04";"900";"52147";"7500";"147934";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"AFRIQUE";"NIGER";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1566";"7830";"5346";"42768";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"AFRIQUE";"SIERRA LEONE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1023";"9315";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"1182";"123,5";"1043,47";"58";"3815,86";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"ASIE";"BAHREIN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"158";"6158";"163";"8284";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"POIRES DIVERSES DU 1ER/8 AU 31/12";"AFRIQUE";"GUINEE EQUATORIALE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3937";"111571";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"ASIE";"OMAN";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"523,38";"16458";"15419,8";"190086";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"EUROPE";"BELGIQUE";"Exportations FAB";"19440";"218400";"13052";"202894";"0";"0";"358087";"6086622";"466650";"7988168";"763326";"11963247";"1351688";"15014548";"105001";"1676327";"0";"0";"16250";"536250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"EUROPE";"FRANCE";"Exportations FAB";"357955";"2442957";"208306";"4202116";"77714";"603784";"162685";"1937406";"587969";"8775498";"1168498";"15727255";"582450";"5324612";"1074463";"11659424";"1681209";"26153414";"703555";"12149043";"1389480";"21633256";"950769";"11438271";"1615506,5";"24849493";"2086784";"28311689,8";"1439083";"16789569,42";"1132072";"24780428";"2442157";"37249930";"3723896,5";"45360620,27";"2006862,75";"23208102";"1816674";"22262588";"2071283";"22429811,86";"2229699";"20750655,3";"1111875,5";"12773054";"848876";"10881148";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"PRUNES FRAICHES DU 1ER/10 AU 30/6";"AFRIQUE";"KENYA";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1052";"39581";"495,9";"14664";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"EUROPE";"UKRAINE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15300";"222439";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS DE TABLE DU 1ER/11 AU 14/7";"EUROPE";"NORVEGE";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11000";"123332";"11000";"120791";"91425";"1031127";"190500";"1728789";"143000";"1270895";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"RAISINS FRAIS SAUF DE TABLE DU 1/11 AU 14/7";"EUROPE";"BELGIQUE";"Exportations FAB";"1528";"35860";"0";"0";"0";"0";"0";"0";"0";"0";"45225";"867963";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";
"FRUITS COMESTIBLES, ÉCORCES D'AGRUMES OU DE MELONS";"POIRES DU 1ER AOÛT AU 31 DÉCEMBRE";"ASIE";"EMIRATS ARABES UNIS";"Exportations FAB";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6,5";"97";"0";"0";"16,4";"37";"0";"0";"0";"0";"4152,6";"132020";"0";"0";"648,6";"24816";"832";"41214";
